orderIndex,title,slug,difficulty,category,leetcodeUrl
234,Critical Connections in a Network,critical-connections-in-a-network,HARD,GRAPH,https://leetcode.com/problems/critical-connections-in-a-network/
235,Most Stones Removed with Same Row or Column,most-stones-removed-with-same-row-or-column,MEDIUM,GRAPH,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/
236,Single Number,single-number,EASY,BIT_MANIPULATION,https://leetcode.com/problems/single-number/
237,Number of 1 Bits,number-of-1-bits,EASY,BIT_MANIPULATION,https://leetcode.com/problems/number-of-1-bits/
238,Counting Bits,counting-bits,EASY,BIT_MANIPULATION,https://leetcode.com/problems/counting-bits/
239,Reverse Bits,reverse-bits,EASY,BIT_MANIPULATION,https://leetcode.com/problems/reverse-bits/
240,Missing Number,missing-number,EASY,BIT_MANIPULATION,https://leetcode.com/problems/missing-number/
241,Sudoku Solver,sudoku-solver,HARD,BACKTRACKING,https://leetcode.com/problems/sudoku-solver/
242,Restore IP Addresses,restore-ip-addresses,MEDIUM,BACKTRACKING,https://leetcode.com/problems/restore-ip-addresses/
243,Combination Sum III,combination-sum-iii,MEDIUM,BACKTRACKING,https://leetcode.com/problems/combination-sum-iii/
244,"Pow(x, n)",powx-n,MEDIUM,MATH,https://leetcode.com/problems/powx-n/
245,Palindrome Number,palindrome-number,EASY,MATH,https://leetcode.com/problems/palindrome-number/
246,Happy Number,happy-number,EASY,MATH,https://leetcode.com/problems/happy-number/
247,Excel Sheet Column Number,excel-sheet-column-number,EASY,MATH,https://leetcode.com/problems/excel-sheet-column-number/
248,Factorial Trailing Zeroes,factorial-trailing-zeroes,MEDIUM,MATH,https://leetcode.com/problems/factorial-trailing-zeroes/
249,Sqrt(x),sqrtx,EASY,BINARY_SEARCH,https://leetcode.com/problems/sqrtx/
250,Longest Substring with At Most Two Distinct Characters,longest-substring-with-at-most-two-distinct-characters,MEDIUM,SLIDING_WINDOW,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters/
251,Two City Scheduling,two-city-scheduling,MEDIUM,GREEDY,https://leetcode.com/problems/two-city-scheduling/
252,Lemonade Change,lemonade-change,EASY,GREEDY,https://leetcode.com/problems/lemonade-change/
253,Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,MEDIUM,BACKTRACKING,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/
254,Permutations II,permutations-ii,MEDIUM,BACKTRACKING,https://leetcode.com/problems/permutations-ii/
255,Add Two Numbers II,add-two-numbers-ii,MEDIUM,LINKED_LIST,https://leetcode.com/problems/add-two-numbers-ii/
256,Remove Duplicates from Sorted List II,remove-duplicates-from-sorted-list-ii,MEDIUM,LINKED_LIST,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/
257,Next Permutation,next-permutation,MEDIUM,ARRAY,https://leetcode.com/problems/next-permutation/
258,Range Sum Query 2D - Immutable,range-sum-query-2d-immutable,MEDIUM,ARRAY,https://leetcode.com/problems/range-sum-query-2d-immutable/
259,Remove Element,remove-element,EASY,TWO_POINTERS,https://leetcode.com/problems/remove-element/
260,N-Queens II,n-queens-ii,HARD,BACKTRACKING,https://leetcode.com/problems/n-queens-ii/
261,4Sum II,4sum-ii,MEDIUM,HASHING,https://leetcode.com/problems/4sum-ii/
262,First Unique Character in a String,first-unique-character-in-a-string,EASY,HASHING,https://leetcode.com/problems/first-unique-character-in-a-string/
263,Ransom Note,ransom-note,EASY,HASHING,https://leetcode.com/problems/ransom-note/
264,Longest Substring with At Most K Distinct Characters,longest-substring-with-at-most-k-distinct-characters,MEDIUM,SLIDING_WINDOW,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/
265,Fruit Into Baskets,fruit-into-baskets,MEDIUM,SLIDING_WINDOW,https://leetcode.com/problems/fruit-into-baskets/
266,Substring with Concatenation of All Words,substring-with-concatenation-of-all-words,HARD,SLIDING_WINDOW,https://leetcode.com/problems/substring-with-concatenation-of-all-words/
267,Repeated DNA Sequences,repeated-dna-sequences,MEDIUM,STRING,https://leetcode.com/problems/repeated-dna-sequences/
268,String Compression,string-compression,MEDIUM,STRING,https://leetcode.com/problems/string-compression/
269,Reverse Vowels of a String,reverse-vowels-of-a-string,EASY,STRING,https://leetcode.com/problems/reverse-vowels-of-a-string/
270,Valid Palindrome II,valid-palindrome-ii,EASY,STRING,https://leetcode.com/problems/valid-palindrome-ii/
271,Shortest Palindrome,shortest-palindrome,HARD,STRING,https://leetcode.com/problems/shortest-palindrome/
272,Find the Index of the First Occurrence in a String,find-the-index-of-the-first-occurrence-in-a-string,EASY,STRING,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/
273,Contains Duplicate II,contains-duplicate-ii,EASY,HASHING,https://leetcode.com/problems/contains-duplicate-ii/
274,Minimum Height Trees,minimum-height-trees,MEDIUM,GRAPH,https://leetcode.com/problems/minimum-height-trees/
275,01 Matrix,01-matrix,MEDIUM,GRAPH,https://leetcode.com/problems/01-matrix/
276,Find All Duplicates in an Array,find-all-duplicates-in-an-array,MEDIUM,ARRAY,https://leetcode.com/problems/find-all-duplicates-in-an-array/
277,Reverse String,reverse-string,EASY,STRING,https://leetcode.com/problems/reverse-string/
278,Wildcard Matching,wildcard-matching,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/wildcard-matching/
279,Decode Ways II,decode-ways-ii,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/decode-ways-ii/
280,Alien Dictionary,alien-dictionary,HARD,GRAPH,https://leetcode.com/problems/alien-dictionary/
281,All Nodes Distance K in Binary Tree,all-nodes-distance-k-in-binary-tree,MEDIUM,TREE,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/
282,Path Sum III,path-sum-iii,MEDIUM,TREE,https://leetcode.com/problems/path-sum-iii/
283,Maximum Width of Binary Tree,maximum-width-of-binary-tree,MEDIUM,TREE,https://leetcode.com/problems/maximum-width-of-binary-tree/
284,Construct Binary Tree from Preorder and Postorder Traversal,construct-binary-tree-from-preorder-and-postorder-traversal,MEDIUM,TREE,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/
285,Recover Binary Search Tree,recover-binary-search-tree,MEDIUM,TREE,https://leetcode.com/problems/recover-binary-search-tree/
286,Binary Search Tree Iterator,binary-search-tree-iterator,MEDIUM,TREE,https://leetcode.com/problems/binary-search-tree-iterator/
287,Two Sum IV - Input is a BST,two-sum-iv-input-is-a-bst,EASY,TREE,https://leetcode.com/problems/two-sum-iv-input-is-a-bst/
288,Trim a Binary Search Tree,trim-a-binary-search-tree,MEDIUM,TREE,https://leetcode.com/problems/trim-a-binary-search-tree/
289,Course Schedule III,course-schedule-iii,HARD,GREEDY,https://leetcode.com/problems/course-schedule-iii/
290,Jump Game VI,jump-game-vi,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/jump-game-vi/
291,Coin Change II,coin-change-ii,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/coin-change-ii/
292,Paint House,paint-house,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/paint-house/
293,Unique Paths II,unique-paths-ii,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/unique-paths-ii/
294,Min Cost Climbing Stairs,min-cost-climbing-stairs,EASY,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/min-cost-climbing-stairs/
295,Frog Jump,frog-jump,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/frog-jump/
296,Coin Change 2,coin-change-2,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/coin-change-2/
297,Range Sum Query - Immutable,range-sum-query-immutable,EASY,ARRAY,https://leetcode.com/problems/range-sum-query-immutable/
298,Find K Closest Elements,find-k-closest-elements,MEDIUM,BINARY_SEARCH,https://leetcode.com/problems/find-k-closest-elements/
299,Search in Rotated Sorted Array II,search-in-rotated-sorted-array-ii,MEDIUM,BINARY_SEARCH,https://leetcode.com/problems/search-in-rotated-sorted-array-ii/
300,Find Minimum in Rotated Sorted Array II,find-minimum-in-rotated-sorted-array-ii,HARD,BINARY_SEARCH,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii/
301,Decode String,decode-string,MEDIUM,STACK,https://leetcode.com/problems/decode-string/
302,Basic Calculator II,basic-calculator-ii,MEDIUM,STACK,https://leetcode.com/problems/basic-calculator-ii/
303,Car Pooling,car-pooling,MEDIUM,INTERVALS,https://leetcode.com/problems/car-pooling/
304,Palindrome Partitioning II,palindrome-partitioning-ii,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/palindrome-partitioning-ii/
305,Design Circular Deque,design-circular-deque,MEDIUM,QUEUE,https://leetcode.com/problems/design-circular-deque/
306,Bus Routes,bus-routes,HARD,GRAPH,https://leetcode.com/problems/bus-routes/
307,Making A Large Island,making-a-large-island,HARD,GRAPH,https://leetcode.com/problems/making-a-large-island/
308,Keys and Rooms,keys-and-rooms,MEDIUM,GRAPH,https://leetcode.com/problems/keys-and-rooms/
309,Detonate the Maximum Bombs,detonate-the-maximum-bombs,MEDIUM,GRAPH,https://leetcode.com/problems/detonate-the-maximum-bombs/
310,House Robber IV,house-robber-iv,MEDIUM,BINARY_SEARCH,https://leetcode.com/problems/house-robber-iv/
311,Vertical Order Traversal of a Binary Tree,vertical-order-traversal-of-a-binary-tree,HARD,TREE,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/
312,Binary Tree Cameras,binary-tree-cameras,HARD,TREE,https://leetcode.com/problems/binary-tree-cameras/
313,Minimum Falling Path Sum,minimum-falling-path-sum,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/minimum-falling-path-sum/
314,Smallest Range Covering Elements from K Lists,smallest-range-covering-elements-from-k-lists,HARD,HEAP,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists/
315,Minimum Cost For Tickets,minimum-cost-for-tickets,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/minimum-cost-for-tickets/
316,Delete and Earn,delete-and-earn,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/delete-and-earn/
317,Cherry Pickup II,cherry-pickup-ii,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/cherry-pickup-ii/
318,Dungeon Game,dungeon-game,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/dungeon-game/
319,Cherry Pickup,cherry-pickup,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/cherry-pickup/
320,Stone Game II,stone-game-ii,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/stone-game-ii/
321,Minimum Falling Path Sum II,minimum-falling-path-sum-ii,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/minimum-falling-path-sum-ii/
322,Ones and Zeroes,ones-and-zeroes,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/ones-and-zeroes/
323,Last Stone Weight II,last-stone-weight-ii,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/last-stone-weight-ii/
324,Strange Printer,strange-printer,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/strange-printer/
325,Arithmetic Slices II - Subsequence,arithmetic-slices-ii-subsequence,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/arithmetic-slices-ii-subsequence/
326,Stone Game VI,stone-game-vi,MEDIUM,GREEDY,https://leetcode.com/problems/stone-game-vi/
327,Stone Game V,stone-game-v,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/stone-game-v/
328,Stone Game IV,stone-game-iv,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/stone-game-iv/
329,Predict the Winner,predict-the-winner,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/predict-the-winner/
330,Longest Arithmetic Subsequence,longest-arithmetic-subsequence,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/longest-arithmetic-subsequence/
331,Largest Divisible Subset,largest-divisible-subset,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/largest-divisible-subset/
332,Russian Doll Envelopes,russian-doll-envelopes,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/russian-doll-envelopes/
333,Make Array Strictly Increasing,make-array-strictly-increasing,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/make-array-strictly-increasing/
334,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/
335,Count Different Palindromic Subsequences,count-different-palindromic-subsequences,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/count-different-palindromic-subsequences/
336,Strange Printer II,strange-printer-ii,HARD,GRAPH,https://leetcode.com/problems/strange-printer-ii/
337,Remove One Element to Make the Array Strictly Increasing,remove-one-element-to-make-the-array-strictly-increasing,EASY,ARRAY,https://leetcode.com/problems/remove-one-element-to-make-the-array-strictly-increasing/
338,Steps to Make Array Non-decreasing,steps-to-make-array-non-decreasing,MEDIUM,STACK,https://leetcode.com/problems/steps-to-make-array-non-decreasing/
339,Longest Arithmetic Subsequence of Given Difference,longest-arithmetic-subsequence-of-given-difference,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference/
340,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/maximum-profit-in-job-scheduling/
341,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule/
342,Profitable Schemes,profitable-schemes,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/profitable-schemes/
343,Freedom Trail,freedom-trail,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/freedom-trail/
344,Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/count-square-submatrices-with-all-ones/
345,Number of Longest Increasing Subsequence,number-of-longest-increasing-subsequence,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/number-of-longest-increasing-subsequence/
346,Max Sum of Rectangle No Larger Than K,max-sum-of-rectangle-no-larger-than-k,HARD,ARRAY,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k/
347,Longest String Chain,longest-string-chain,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/longest-string-chain/
348,Delete Operation for Two Strings,delete-operation-for-two-strings,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/delete-operation-for-two-strings/
349,Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/
350,Scramble String,scramble-string,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/scramble-string/
351,Count of Smaller Numbers After Self,count-of-smaller-numbers-after-self,HARD,ARRAY,https://leetcode.com/problems/count-of-smaller-numbers-after-self/
352,Reverse Pairs,reverse-pairs,HARD,ARRAY,https://leetcode.com/problems/reverse-pairs/
353,The Skyline Problem,the-skyline-problem,HARD,HEAP,https://leetcode.com/problems/the-skyline-problem/
354,Sliding Window Maximum,sliding-window-maximum,HARD,SLIDING_WINDOW,https://leetcode.com/problems/sliding-window-maximum/
355,Sort Characters By Frequency,sort-characters-by-frequency,MEDIUM,HEAP,https://leetcode.com/problems/sort-characters-by-frequency/
356,The K Weakest Rows in a Matrix,the-k-weakest-rows-in-a-matrix,EASY,HEAP,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix/
357,Sliding Window Median,sliding-window-median,HARD,HEAP,https://leetcode.com/problems/sliding-window-median/
358,Single-Threaded CPU,single-threaded-cpu,MEDIUM,HEAP,https://leetcode.com/problems/single-threaded-cpu/
359,Path with Maximum Probability,path-with-maximum-probability,MEDIUM,GRAPH,https://leetcode.com/problems/path-with-maximum-probability/
360,Minimum Window Subsequence,minimum-window-subsequence,HARD,SLIDING_WINDOW,https://leetcode.com/problems/minimum-window-subsequence/
361,Add Digits,add-digits,EASY,MATH,https://leetcode.com/problems/add-digits/
362,Excel Sheet Column Title,excel-sheet-column-title,EASY,MATH,https://leetcode.com/problems/excel-sheet-column-title/
363,Number of Closed Islands,number-of-closed-islands,MEDIUM,GRAPH,https://leetcode.com/problems/number-of-closed-islands/
364,Walls and Gates,walls-and-gates,MEDIUM,GRAPH,https://leetcode.com/problems/walls-and-gates/
365,All Paths From Source to Target,all-paths-from-source-to-target,MEDIUM,GRAPH,https://leetcode.com/problems/all-paths-from-source-to-target/
366,Longest Cycle in a Graph,longest-cycle-in-a-graph,HARD,GRAPH,https://leetcode.com/problems/longest-cycle-in-a-graph/
367,Regions Cut By Slashes,regions-cut-by-slashes,MEDIUM,GRAPH,https://leetcode.com/problems/regions-cut-by-slashes/
368,Word Ladder II,word-ladder-ii,HARD,GRAPH,https://leetcode.com/problems/word-ladder-ii/
369,The Maze,the-maze,MEDIUM,GRAPH,https://leetcode.com/problems/the-maze/
370,Divide Two Integers,divide-two-integers,MEDIUM,MATH,https://leetcode.com/problems/divide-two-integers/
371,Count and Say,count-and-say,MEDIUM,STRING,https://leetcode.com/problems/count-and-say/
372,Remove Invalid Parentheses,remove-invalid-parentheses,HARD,BACKTRACKING,https://leetcode.com/problems/remove-invalid-parentheses/
373,Basic Calculator III,basic-calculator-iii,HARD,STACK,https://leetcode.com/problems/basic-calculator-iii/
374,Convert Sorted List to Binary Search Tree,convert-sorted-list-to-binary-search-tree,MEDIUM,TREE,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree/
375,Find Duplicate Subtrees,find-duplicate-subtrees,MEDIUM,TREE,https://leetcode.com/problems/find-duplicate-subtrees/
376,Partition List,partition-list,MEDIUM,LINKED_LIST,https://leetcode.com/problems/partition-list/
377,Maximum Difference Between Node and Ancestor,maximum-difference-between-node-and-ancestor,MEDIUM,TREE,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/
378,Odd Even Linked List,odd-even-linked-list,MEDIUM,LINKED_LIST,https://leetcode.com/problems/odd-even-linked-list/
379,Design Linked List,design-linked-list,MEDIUM,LINKED_LIST,https://leetcode.com/problems/design-linked-list/
380,Maximum Binary Tree,maximum-binary-tree,MEDIUM,TREE,https://leetcode.com/problems/maximum-binary-tree/
381,Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,MEDIUM,TREE,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/
382,Expression Add Operators,expression-add-operators,HARD,BACKTRACKING,https://leetcode.com/problems/expression-add-operators/
383,Word Squares,word-squares,HARD,BACKTRACKING,https://leetcode.com/problems/word-squares/
384,Beautiful Arrangement,beautiful-arrangement,MEDIUM,BACKTRACKING,https://leetcode.com/problems/beautiful-arrangement/
385,Letter Tile Possibilities,letter-tile-possibilities,MEDIUM,BACKTRACKING,https://leetcode.com/problems/letter-tile-possibilities/
386,Non-decreasing Subsequences,non-decreasing-subsequences,MEDIUM,BACKTRACKING,https://leetcode.com/problems/non-decreasing-subsequences/
387,Insert into a Binary Search Tree,insert-into-a-binary-search-tree,MEDIUM,TREE,https://leetcode.com/problems/insert-into-a-binary-search-tree/
388,Convert BST to Greater Tree,convert-bst-to-greater-tree,MEDIUM,TREE,https://leetcode.com/problems/convert-bst-to-greater-tree/
389,Remove All Adjacent Duplicates In String II,remove-all-adjacent-duplicates-in-string-ii,MEDIUM,STACK,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/
390,Minimum Remove to Make Valid Parentheses,minimum-remove-to-make-valid-parentheses,MEDIUM,STACK,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/
391,Range Sum Query - Mutable,range-sum-query-mutable,MEDIUM,TREE,https://leetcode.com/problems/range-sum-query-mutable/
392,Binary Tree Longest Consecutive Sequence,binary-tree-longest-consecutive-sequence,MEDIUM,TREE,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence/
393,Word Break II,word-break-ii,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/word-break-ii/
394,Design Phone Directory,design-phone-directory,MEDIUM,DESIGN,https://leetcode.com/problems/design-phone-directory/
395,Insert Delete GetRandom O(1) - Duplicates allowed,insert-delete-getrandom-o1-duplicates-allowed,HARD,DESIGN,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed/
396,Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/
397,Best Time to Buy and Sell Stock III,best-time-to-buy-and-sell-stock-iii,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/
398,Minimum Number of Refueling Stops,minimum-number-of-refueling-stops,HARD,HEAP,https://leetcode.com/problems/minimum-number-of-refueling-stops/
399,Maximum Performance of a Team,maximum-performance-of-a-team,HARD,HEAP,https://leetcode.com/problems/maximum-performance-of-a-team/
400,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,HARD,GREEDY,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/
401,Maximum Length of Subarray With Positive Product,maximum-length-of-subarray-with-positive-product,MEDIUM,ARRAY,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/
402,All O`one Data Structure,all-oone-data-structure,HARD,DESIGN,https://leetcode.com/problems/all-oone-data-structure/
403,Maximum Points You Can Obtain from Cards,maximum-points-you-can-obtain-from-cards,MEDIUM,SLIDING_WINDOW,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/
404,Max Consecutive Ones III,max-consecutive-ones-iii,MEDIUM,SLIDING_WINDOW,https://leetcode.com/problems/max-consecutive-ones-iii/
405,Design Search Autocomplete System,design-search-autocomplete-system,HARD,TRIE,https://leetcode.com/problems/design-search-autocomplete-system/
406,Longest Subarray of 1's After Deleting One Element,longest-subarray-of-1s-after-deleting-one-element,MEDIUM,SLIDING_WINDOW,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/
407,Number of Substrings Containing All Three Characters,number-of-substrings-containing-all-three-characters,MEDIUM,SLIDING_WINDOW,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/
408,Minimum Operations to Reduce X to Zero,minimum-operations-to-reduce-x-to-zero,MEDIUM,SLIDING_WINDOW,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/
409,Subarray Product Less Than K,subarray-product-less-than-k,MEDIUM,SLIDING_WINDOW,https://leetcode.com/problems/subarray-product-less-than-k/
410,Count Number of Nice Subarrays,count-number-of-nice-subarrays,MEDIUM,SLIDING_WINDOW,https://leetcode.com/problems/count-number-of-nice-subarrays/
411,Concatenated Words,concatenated-words,HARD,TRIE,https://leetcode.com/problems/concatenated-words/
412,Replace Words,replace-words,MEDIUM,TRIE,https://leetcode.com/problems/replace-words/
413,Map Sum Pairs,map-sum-pairs,MEDIUM,TRIE,https://leetcode.com/problems/map-sum-pairs/
414,Random Pick with Weight,random-pick-with-weight,MEDIUM,BINARY_SEARCH,https://leetcode.com/problems/random-pick-with-weight/
415,Prefix and Suffix Search,prefix-and-suffix-search,HARD,TRIE,https://leetcode.com/problems/prefix-and-suffix-search/
416,Time Needed to Inform All Employees,time-needed-to-inform-all-employees,MEDIUM,GRAPH,https://leetcode.com/problems/time-needed-to-inform-all-employees/
417,Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,EASY,BINARY_SEARCH,https://leetcode.com/problems/find-smallest-letter-greater-than-target/
418,Find in Mountain Array,find-in-mountain-array,HARD,BINARY_SEARCH,https://leetcode.com/problems/find-in-mountain-array/
419,Median of a Row Wise Sorted Matrix,median-of-a-row-wise-sorted-matrix,HARD,BINARY_SEARCH,https://leetcode.com/problems/median-of-a-row-wise-sorted-matrix/
420,Minimum Speed to Arrive on Time,minimum-speed-to-arrive-on-time,MEDIUM,BINARY_SEARCH,https://leetcode.com/problems/minimum-speed-to-arrive-on-time/
421,Find the Celebrity,find-the-celebrity,MEDIUM,GRAPH,https://leetcode.com/problems/find-the-celebrity/
422,Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero,MEDIUM,GRAPH,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero/
423,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,HARD,GRAPH,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination/
424,Snakes and Ladders,snakes-and-ladders,MEDIUM,GRAPH,https://leetcode.com/problems/snakes-and-ladders/
425,Loud and Rich,loud-and-rich,MEDIUM,GRAPH,https://leetcode.com/problems/loud-and-rich/
426,Find if Path Exists in Graph,find-if-path-exists-in-graph,EASY,GRAPH,https://leetcode.com/problems/find-if-path-exists-in-graph/
427,Minimum Genetic Mutation,minimum-genetic-mutation,MEDIUM,GRAPH,https://leetcode.com/problems/minimum-genetic-mutation/
428,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,MEDIUM,GRAPH,https://leetcode.com/problems/number-of-operations-to-make-network-connected/
429,Minimum Number of Vertices to Reach All Nodes,minimum-number-of-vertices-to-reach-all-nodes,MEDIUM,GRAPH,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/
430,Shortest Bridge,shortest-bridge,MEDIUM,GRAPH,https://leetcode.com/problems/shortest-bridge/
431,Sum of Left Leaves,sum-of-left-leaves,EASY,TREE,https://leetcode.com/problems/sum-of-left-leaves/
432,Find Bottom Left Tree Value,find-bottom-left-tree-value,MEDIUM,TREE,https://leetcode.com/problems/find-bottom-left-tree-value/
433,Binary Tree Pruning,binary-tree-pruning,MEDIUM,TREE,https://leetcode.com/problems/binary-tree-pruning/
434,Maximum Level Sum of a Binary Tree,maximum-level-sum-of-a-binary-tree,MEDIUM,TREE,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/
435,Longest ZigZag Path in a Binary Tree,longest-zigzag-path-in-a-binary-tree,MEDIUM,TREE,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree/
436,Distribute Coins in Binary Tree,distribute-coins-in-binary-tree,MEDIUM,TREE,https://leetcode.com/problems/distribute-coins-in-binary-tree/
437,Verify Preorder Sequence in Binary Search Tree,verify-preorder-sequence-in-binary-search-tree,MEDIUM,TREE,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree/
438,Range Sum of BST,range-sum-of-bst,EASY,TREE,https://leetcode.com/problems/range-sum-of-bst/
439,Sum of Root To Leaf Binary Numbers,sum-of-root-to-leaf-binary-numbers,EASY,TREE,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers/
440,Maximum Depth of N-ary Tree,maximum-depth-of-n-ary-tree,EASY,TREE,https://leetcode.com/problems/maximum-depth-of-n-ary-tree/
441,Power of Four,power-of-four,EASY,BIT_MANIPULATION,https://leetcode.com/problems/power-of-four/
442,Reverse Integer,reverse-integer,MEDIUM,MATH,https://leetcode.com/problems/reverse-integer/
443,Find Center of Star Graph,find-center-of-star-graph,EASY,GRAPH,https://leetcode.com/problems/find-center-of-star-graph/
444,Hamming Distance,hamming-distance,EASY,BIT_MANIPULATION,https://leetcode.com/problems/hamming-distance/
445,Power of Three,power-of-three,EASY,MATH,https://leetcode.com/problems/power-of-three/
446,Count Primes,count-primes,MEDIUM,MATH,https://leetcode.com/problems/count-primes/
447,Add Binary,add-binary,EASY,MATH,https://leetcode.com/problems/add-binary/
